职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,发布时间,公司规模,公司类型,公司标签,工作地点,职位描述或任职要求,规模类型
大气治理项目数据分析师（实习生）,康姆德润达（无锡）测量技术有限公司,2.5-5千,宿迁,本科,在校生/应届生,01-30发布,50-150人,外资（欧美）,仪器仪表/工业自动化,西长安街88号中国人保大厦，朝阳区建国门外大街2号中国人保财险大厦,1、本科学历（实习），理工科专业背景，环境、气象相关专业优先。2、有较强的数据分析能力及逻辑思维能力，掌握Word、Excel编辑能力，熟练应用函数及相关的统计分析工具。3、学习能力强，具有敬业精神。岗位职责1、结合多渠道，关注各站点、各类污染数值，实时推送、分析。发生突发高值时，立即上报，并分配租员开展走航工作。2、利用专业知识或项目经验为走航工作方向性引导，为编写报告提供数据支持。3、每日汇总计算，按要求给出相关数据，保证及时，准确。4、结合现有数据、图像信息和实际情况，初步分析污染成因，提出基本管控措施，并对未来污染情况进行预判。5、与甲方进行工作上的沟通协作，为甲方提供专业化的分析与导向。6、协助编写环境治理、大气污染专项分析或总站报告。7、适应不定期多日出差，定期驻场。8、对项目数据信息负有保密义务。,外资（欧美）  |  50-150人
数据分析专员（2023届）,牧田（中国）有限公司,8-12万/年,昆山,本科,在校生/应届生,01-30发布,5000-10000人,外资（非欧美）,机械/设备/重工,北滨河西路鲁商大厦11F,工作内容：1、为推进办公无纸化，提出IT化的改善；2、运用VBA编程程序优化现有的工作内容。资格要求：1、本科学历；2、需求专业：计算机科学与技术\软件工程\物联网工程\网络工程\数据科学与大数据技术等计算机类相关专业。,外资（非欧美）  |  5000-10000人
临床数据分析,武汉致众科技股份有限公司,5千-1万,武汉-洪山区,本科,在校生/应届生,01-30发布,150-500人,民营,医疗设备/器械,人民路,,民营  |  150-500人
数据分析师（FAT）（实习）,上海联和金融信息服务有限公司,150元/天,上海-长宁区,本科,在校生/应届生,01-30发布,150-500人,国企,计算机服务(系统、数据服务、维修),两江新区水土京东方大道388号,1、参与数据治理规划、制定实施方案，并负责数据治理项目的整体推动；2、深入研究数据治理、数据分析、数据应用等核心技术，以数据驱动推动业务发展；3.负责开展各领域的深入调研，参与科技创新各领域相关课题研究，完成研究报告；4、为金融机构、实体企业、政府机构等多领域提供数字化转型咨询服务，梳理业务流程，寻找业务数字化机会，制定项目计划并组织实施。职位需求：1.国内外***本科及以上学历的在校生，专业不限，理工科背景优先；2.思维敏捷、逻辑清晰，具备较强的团队意识和创新意识；3.具备良好的沟通协调能力、优秀的市场研究和分析能力；4.具有良好的英语书面和口头表达能力，有相关英语证书者优先；5.熟练使用office办公软件，掌握R、SQL、Python等分析软件或语言者优先；6.每周至少到岗4天。,国企  |  150-500人
数据分析管培生(J10170),上海魔域投资管理有限公司,8千-1万,上海-闵行区,本科,在校生/应届生,01-30发布,1000-5000人,外资（非欧美）,租赁服务,科灵路88号,工作职责:1.	负责对行业主营模式数据建模，剖析业务经营现状，推演关键指标趋势，研判对应时间点应采取的经营策略，提供强有力的决策依据2.	负责专项课题研究，通过数据分析寻找规律、相关性、量化关系，撰写分析报告从而指导业务3.	协同完成日常经营汇报&数据报表支持4.	主导部分系统功能开发涉及到的逻辑框架及上线推进任职资格:1.	数学类相关专业本科以上学历，留学背景优先2.	具备较强的逻辑能力，喜欢发散思维去解读数字，能通过数据分析业务，预测业务趋势3.	具备较好的框架性思维能力，有一定的数据建模能力4.	能熟练使用excel及至少1个数据分析软件工具（如SPSS）,外资（非欧美）  |  1000-5000人
组件制造中心数据分析培训生(018320),隆基乐叶光伏科技有限公司,7千-1.1万,,,,01-30发布,10000人以上,民营,新能源,嘉昱大厦A座锦业一路,,民营  |  10000人以上
数据分析实习生,辰诺（上海）国际贸易有限公司,4-5千,上海,大专,在校生/应届生,01-30发布,少于50人,民营,快速消费品(食品、饮料、化妆品),金丽豪苑512,数据分析相关工作熟练运用excel,民营  |  少于50人
临床数据分析实习生,珀金埃尔默企业管理（上海）有限公司,150元/天,上海-浦东新区,本科,在校生/应届生,01-30发布,1000-5000人,外资（欧美）,医疗设备/器械,南城天安数码城A1栋210,"Responsibilities:-Analyze,synthesize,andinterpretclinicaldata-Assistinprojectexecutionfromrequirementanalysis,changeanalysis,qualityassuranceanddocumentationRequirements:-Bachelororhigherdegreesinpharmacology,medical,biological,lifescience,andotherrelatedarea-Analyticalskillsandunderstandingofhowtointerprettocustomer-Basicprogrammingskillsin:Python,R,orSAS-KnowledgeofrelationaldatabaseandSQLqueriesisaplus-Detailorientedandproactiveisaplus",外资（欧美）  |  1000-5000人
数据分析实习生,上海资信有限公司,150元/天,上海-黄浦区,本科,在校生/应届生,01-30发布,150-500人,国企,金融/投资/证券,广州国际生物岛螺旋四路7号 标准产业单元二期 3栋602单元,工作内容及职责：协助完成征信产品研发、数据分析等方面工作。任职要求：1.学历、专业：本科、硕士在校生；统计学、数学、计算机相关专业；2.专业知识、技能：（1）有一定数据处理、数据分析、数据挖掘的经验与能力；（2）至少熟悉1种统计建模工具的使用（SAS、Python、R等）；（3）具备良好的团队合作精神，能够承受一定工作压力；（4）保证一周4天及以上出勤，实习期至少3个月。,国企  |  150-500人
营运岗--数据分析（2023应届生）,华润置地（长春）有限公司,7-9千,长春-南关区,硕士,在校生/应届生,01-30发布,150-500人,国企,房地产,嘉昱大厦A座锦业一路,岗位工作职责：1、统筹各部门完成项目整体的月报、季报、半年报、年报等报告，分析项目整体及业种店铺经营情况。2、针对节假日、大型活动节点形成专项经营分析报告。3、统筹把控项目整体零售额和取高租金预算目标制定、店铺零售额和取高租金分解。4、统筹各部门完成年度预算制定、业绩达成情况跟踪、滚动预算更新等工作。5、组织进行市场及竞品调研，形成分析报告。6、完成各项经营专题研究，完成各类临时分析任务、数据报表、经营报告等。7、统筹会员数据分析与会员画像工作，覆盖消费者研究内容。任职要求：2023届应届毕业生，统计学、经济学相关专业。,国企  |  150-500人
IT数据分析实习生,哈其德（上海）国际货运代理有限公司,150元/天,上海-黄浦区,大专,在校生/应届生,01-30发布,50-150人,外资（欧美）,交通/运输/物流,黄浦区成都北路500号峻岭广场306室,岗位职责：1.具备熟练电脑知识技能以及Excel表格技能2.服从部门领导安排，快速响应工作任务3.配合各部门的需求，协助完善相应的工作任务4.帮助公司完善系统，及员工系统使用的优化。任职要求：计算机专业优先（或有专业性特长优先）1.理解能力强，对信息及数据应用有浓厚兴趣（能熟练应用办公软件及信息数据）2.工作积极主动，执行力强，能独立思考3.具备较好的电脑应用知识及熟练掌握WINDOWSEXCEL的相关技能,外资（欧美）  |  50-150人
数据分析专员（2023届）,牧田（中国）有限公司,8-12万/年,昆山,本科,在校生/应届生,01-30发布,5000-10000人,外资（非欧美）,机械/设备/重工,菁园路288号,工作内容：1、为推进办公无纸化，提出IT化的改善；2、运用VBA编程程序优化现有的工作内容。资格要求：1、本科学历；2、需求专业：计算机科学与技术\软件工程\物联网工程\网络工程\数据科学与大数据技术等计算机类相关专业。,外资（非欧美）  |  5000-10000人
数据分析实习生,浙江天正信息科技有限公司,3-4.5千,杭州-余杭区,大专,在校生/应届生,01-30发布,150-500人,民营,计算机软件,东风东路东宝大厦805室,1、专业不限；2、负责房地产数据采集、调查、整理及统计分析工作；3、良好的职业素养、吃苦耐劳、愿意服从公司安排，了解房地产行业，熟悉估价理论与方法；4、具有良好的语言表达能力和沟通能力，能适应出差；,民营  |  150-500人
精益数据分析专员（江苏雅博）,艾兰得营养品泰州有限公司,5-7千,泰州-靖江市,本科,在校生/应届生,01-30发布,50-150人,"民营  </p><p data-v-5190a29c="""" class=""int at"">快速消费品(食品、饮料、化妆品)</p><button data-v-5190a29c="""" track-type=""searchTrackButtonClick"" event-type=""99"" trace-name=""申请职位-职位下"" class=""p_but""> 申请职位 </button></div></div><div data-v-5190a29c="""" sensorsname=""JobShortExposure"" sensorsdata=""{&quot;pageCode&quot;:&quot;sou|sou|soulb&quot;,&quot;shortPageCode&quot;:&quot;sou|sou|soulb&quot;,&quot;requestId&quot;:&quot;c550290568bf414dbadb025e5970380a&quot;,&quot;policyType&quot;:&quot;搜索&quot;,&quot;jobRank&quot;:14,&quot;jobId&quot;:&quot;140694969&quot;,&quot;pageNum&quot;:1}"" class=""e sensors_exposure"" style=""overflow: visible;""><div data-v-5190a29c="""" class=""e_icons ick""></div><a data-v-5190a29c="""" href=""https://jobs.51job.com/guangzhou/140694969.html?s=sou_sou_soulb&amp;t=0_0&amp;req=c550290568bf414dbadb025e5970380a"" target=""_blank"" class=""el""><div data-v-5190a29c="""" class=""t"" style=""display: flex; align-items: center; height: 25px;""><span data-v-5190a29c="""" title=""数据分析专员"" class=""jname at"">数据分析专员</span><span data-v-5190a29c="""" class=""time"">01-30发布</span><div data-v-25fc73c5="""" data-v-5190a29c="""" class=""chat""><div data-v-25fc73c5="""" class=""chat-img""></div><span data-v-25fc73c5="""">立即沟通</span><div data-v-25fc73c5="""" class=""chat-detail""><div data-v-25fc73c5="""" class=""chat-detail-position""><div data-v-25fc73c5="""" class=""arrow""></div><div data-v-25fc73c5="""" class=""detail""><img data-v-25fc73c5="""" src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAFAAAABQCAYAAACOEfKtAAAAAXNSR0IArs4c6QAAAERlWElmTU0AKgAAAAgAAYdpAAQAAAABAAAAGgAAAAAAA6ABAAMAAAABAAEAAKACAAQAAAABAAAAUKADAAQAAAABAAAAUAAAAAAx4ExPAAATOElEQVR4Ac1cCXhT15X+nyTbsmVZNsbGGC8YG2MWAzYOW8zWEoY0hNBOEzJkAgn5aBaylQQnaWY6k6ZpWRoIdKYNbb9AaEM6YUjTpqF8nQzQj2xN2HeCCcTYBrzvsqzlzTlPiyVre096MnO+71r3nXvOuff+79z9Pgu4mfSzw0Nh15YBjjFUDAriGIjIAgQjxSnwL5PYSXEK9CvgOsUvEJOC5gK09mN4tqJJErsJf4RBzXPT1UTYG+bDgW8QUPMIjIkQxejKIAgi2TpJtg5Ag/3QZn6INbnmwapXdIWXU0oG6NVjs2B3LKeK3k0qKXLUopDpIDB3Q6vZiWfKDoEBjiHFDsCtFxPQ0/EABHEtAVcYwzoENy3gEkRhI5JSduDJ0ZbggpGnqA/g9st6NLQ8QkUi4MTsyIumoqYg1JO1jcgc8joeLOhV0TI5u5q07vAdZPHn5HEFcs3qW+tgqv4MhtozSGith8ZqhqhLgEMXD0d8IrqHl6Bz5GR05peTM0VZXAGXqWxP4PmKD+SWL5xclCVymX/1VC5slq1UuCXhMnSnJzZeRvahHTB9+YmbFfLXmpKJpokL0VS+GNYkU0jZsIkC3oMu4Uk8U3o1rGwYgegBXH94CbnGGzTFSAuTlyc5/fSHyNu3GYKtz8OTG3HE6dFYfhduTL8HtsRoxiOhlfrnlXiu4j25eQeSixzAd87E46veDQTcU4EMB+MNPbEXeX/ZHCxZNt+RYED9rOUSmKJGK1vPX1DYglH6KtwzXvnbJGORAfiLk2no6PsT6Vf6Fyg4J+n6RYz57VMQ7NbgQgpTeofmo2bh0+jKmaBQ00f8I6TEL8ZjE1t9uDIelAO46fgIWG37qL9TXOKSN59A0rXzMoqlUIQGl4Zbvov6OQ/CoY1TqOwSF3AacbqFWDO5TokBjRJhbDg2Glb7x5GAl/L1sdiAxxUQRWR+vhslO1ZD31KrqEoeYXYIrhvXUQHJ98D1R2lOJ35Chc1XYB9aay/Szu7HsM/3IKG5RolqRLIOvQGX73wB7YXTItKnlcvX1LPNxHPlPHcMS/IA3HwsFX32Q0o8TxAdyDj6PoYfehPaXtoHGEyiJn31tidogLkzsly5OcdrZ+H7ZW3hDIQHcNvhOLQJ/0ueNyucMXe6ztKNgj+8DOOVI27WTfmtnb8aDRWyp6a+ZRSEQ0gVv4mHK0KOeOH7wDasUwKexmrB6F1rbzp4jEbOh/+J1IvyJuq+6NETOwzXPQyFBnD90cXUbNeEseGTnL/3VSTeuOjDu5kPXJ74rubIisB133gkZD8QHMD1J3Joo3O7kpyT684g7dwBJSphZbUaDcrH5WLFXTOw6u5KFOZmhNXxFtCaO5D10e+8WcriDnEHJCwCq+kCs4kr2l6jv0OCpgdIyPr4rQBc5SytRsC0yUX41txyzKqcguS0dEBLRXXY8ciqHry/9yC2vLEXrR09soynn9onzREjWvqJjIGExXcDZRZ4ENlwZCEc4l8CKQTjaWhdO2nzkqCrjOllowmU0SguzEHG0CG03ynAYrWi19yL6w3NqLvWgua2DuRlZ2L+nHKkZw0HLfiDZYf2lmb87LWd2HvweFAZ74Sa27+Ppknf8mYpi2uE21E1Zd9AJX8AnRuhp8kFiwYKh3o21pygweNZPxF96hC8/qOVKJ04jo4wolmz+pnmjh4fHfoUP3nt97jR1B5AoJ/VNHkRLfkULdv7laWYUE0bsxMGbsz694HmjlVKwWP7CW3XBmRIjwTYj//9UZROLlUfPM6N5nuVs2di945X8J3bZ4Rc2PPeYnREDiVh42vFF0Ce84m0BR8Bafr8N3oTJkzHPGq2sSZDihEvvvAwtm95FqVj8gJm15uhaAEV0IaEDWPkRb4Atmvup7TAJfBSChQVRJsfe9GC6eR5/r2En6AqDAGlZaXY8foPsX3T0zAk6X2sRrzJ4GOFsHFi5OH6Aig6qjwpCiN9Rv/pxf0zVHjrCssB2o2ZOGUyDVYjfDStBkUTCh9dn4cBGPUDuPHoDJo08wF3RNRnyvLRE+L1yM0w+fAG7YH6xrElvgeBfaZh6mTPGDFWLuoH0O7g5hsxmTMLwdvtbtInJ7ujN+V34nivSYSgQR+dqahGXlg5AeTteQFLo8nAQRPdrvxJHhM6ncpTFo9leZHyySXU/Tr7X24d0W37D8iTsWLMiJwAXjHPpeYbdSfRWjLXk5Pd7vDEb0YkfYgJI0flSln3DqFVqZrEWDFmRE4ARbqrogK1lsyGXW+ULPX1RXRGo0Ip+k1YRWf1LGoDyFm4MHMBKKgCIB+GN1bcJdXAZonJTYp+dGTEWmhpyNQ71OmJMlTki4hOzDRYd9hE56Pl8jVDSzZU/CP4yBE0sbZa/eeGobXVTTW3t0u3HDpGTlHXMFtjzAg7DXSaSeSOqvX4Nn0yrk9zjkdXGkKvT9WvVb/FxsZW2ryxo27uSlhSaWNCbWLMCDsNbHSpUUUy6EQUL7gDNkMa/nbuuoqWlZmqrmuCeVgRGqd8W5miEmnCTkeuyLdCVaND05tQlmLFI8f/AX/77BRuGRaHbdvfQ319I+0taJBESyyTKRkpydTMKWO7nQIdQFksVujjdJhSNhZTp4xD4SjnyHn5Sh2+OHpOCj209ZUQHyfZieNpEk1Tujp70Nbeie6eXrJlx/BhQ/Hwyu9g//kWpC64Gz8s7sJPq43oU7GOHrAIOwHrj7xPi+RFHmYUkWy9A3XfcHpddU0Dlq/+CSztrcjPG45fbFqLrEzaGA1BnV09+Pm23djzx/3QJ9DUlNbRZrMF82ZNwYtrH0RaqnOED2aitb0Lz/xgC06c+pJ2nlLwwX9tRIpBj5mfDMWnbdK0LZhqhHzhfR05gUprHCBJ0/+ai/IyodcnoGz0BGRmDgkLHtfAmJyEb86pkADstfRPg2ZXloUFj/XTyLOnThlLXqpD/qh8CTzmW6O8Rcw2glAW7ZPzZW51qMXqu/NSOY/Op1cswFPPb5KdAV945ib85KNLkWI04Ffb/yBblwUvX7mGdS+thinFuZS0EXjnuqiasSAByRpawqm2aG2xatBgcU4tubz3L5oJgyERudnDcPFSrawqXPqqDk8/di/GFo/EiOEZeGDZHaR7VZZuc2s74qgfdYPHSic74tBt932xsozJEhKNGnrhqnkg57mjNsmT9eg85xbXPy9diJ1vf+Dhh4pc+foaxozu3wYrGDkCDTQlkUNv7/4rlt29wEf0y27VZmg+dqUHwo5GYf5MoL/v8pdSxvn1VQOqCrt8lHhEdThE7HjrzyjIH4G0NCPiaTTlbB0OB5qa2uhQqRGXLtdi4vhCH11+mFdZjh+89EvaonJ6ZWYGHUpptTwIo6/PivaObtSTfm19A8aVFPjo15hjCCBhR6Pw4RryQlXXOhfmNKDY4LsK4YqePFON7i4zXYKyQSRANXTmGx8XB31iPA0ARozIzkBiYv+WmDcSvTQaM0BtHV0w91jQRyd6DD6P1DqdDsnUVUwYW0gDl+9o+9iZVPzy6/5W4W0z6jhdwaFRWPoCKGpb3gYONsf7AcgeV0FzvEhJn5iAokLl77k6pk1Y6KRBRPRtb5HW0Evv83ZfL/BKGvTo2ViNwFJNRAJQRIDzyOjq+XHL/w8Af0P9cV1vDPtA4LqGtm0vRAeXv/b5bh34zb9dH+1ZrL9tuZxFh9Ox6pRJrnhkcoQdzTAZQPVGYXdJZn6agU6aWJeZbCgxhLxi51ZR7dfqEHBwUFqBcIFmvep7ICPRTuDxpv7ehgTVgJFr6O/UB3fbYjV59i4FA2iIP0GrkZi5yJ9uDD6A+xoHoQ9mzAg7DVaPp1FY+MIbVzXjh1oSUBvLyWyAwv75RuC5ZADRKFiEGWHnOhMR90dhKaQqN+PfXYvRRDZAzic648Ah5iQ6MXMCKNCX3jEkXgnwrshg0I+rVdsbCV1cF2ZOAKdO4S+7G0JrRJ7K69E912PfrP5ITfe/rw3C1ImxYsyInADOE3jhuityiMJrvnTRGFMvrO7R4qGTqeELoo7ELjgxcwHIRgXxt+rYDmyFNzV/Tf9zIibEd6dPGtFM+5GDQl5Y9edYVXGUmvHJWBbgZfJC2Pu36lXJi9cA7bWx23UeWEjGiLFyUT+AzBCEde6EWPy29tFA0l5PCx8em1WiDrJHh/gmre/2mUrW/c0MwMgXwJFl7xCK1f5a6nCkkZiaGzpuqANiZyOdGJmlTyAydTFbC3hVnrCRMOpn+QJ4j2CPpReScRq2aHeEm3EHbQJF8Mm/s+jUbrubCLxuskfLebKZkzAIALL3MUZe5AsgJ0wte5PqedpLRrUod1d2DS2z+KMZ3s/vJg/qbiGmgsqLVP4eOiOhz2j5Oq/0QjRxyNcrsBFJjRgTxmYA+QPIw7MgPDZATrXHXgd5oECBPZF/2Ru7m51AWujLI0egvozAttFtr166bcXNlj2XPU+y4/TAwkSVB6eBNWZMXFMX7ySqQQD6n1/VYP73RlHKpACpilg6arWFegtmp9lwb44Dc0zt0PJpEF27lQCQfumZyUFexJ5lJSClX+rfON5HgUHj/lOSZ122wS/BGR9ujKf/4pGBFK0DNjor6aTdGPZ4lWgn/XePLYFs0esLQkmaZ2F2LKBS+N4eDyIejP3aBCuyLTfoTkySFHRaqrjoem+MG9dy4C8bc/M4wnEmD8/56P2cobFiVZGOroLQ52O9Fhy3mvDE5yp4Jf+3uETCIgjR6wtCT5ZTW8EyKnVUc47l88qQnZ0tZaKhHUINNz3uA7n/Elxx6Zf7M3qW0r3ibnnvNEmfZUnOZUtLp7M60So5ZmZmBpZWFAWpmBK2VPdlcGIRUDE4gCz+XMUBess/Cqgpg1lgioeRTtOmTp2K4uJimHT0LqRmR5XnpufuBxkcN9/Nk/o38lTp2SvdLcegS82XmzEHHfRiL3JyciivMcgwJmJoIslEQ1x3xiAEhQaQFavKXyYQ94awETRp6nCDlCZQf1VQUICS8mn0AW2e08skj3J5Gh2S00m5i89e5Yqzd7GXMYh09ivx3WnMk9JYhuJDcpFTPAnDhvX3ODOynfkHLWCoBK4z1z0MhQdQIDdOlf7v39/D2PJLvjXHd2tJl0D7ggXTgeK5gImatQcMAkFqxgSED2/As9tT3TL8a6TLZaNnk90Z0Cb4rrXn5EV4a0UQPpPqzHUPQ+7uOYwYJf/HuXR0dX9EsZLwwk6JUyvHYUKGb6W8dR3mNmgaL9Hyjk9WFY6ZyZlAZhFgCH7n8FSjGRPfOOudpZz4ebrmUInHx9LcKjzJB5BtSZ++2/5Kk+Cx4Uznp8TjyqOl4cSkdButZcXmK4hrq3HO94JpcVNNzYGYXgDB9TlFMFE3v2jbaVxqozmkHBKEc9RXLMBzk2rliLNM+CbsbYkNx+kraaj7zJsdKF411XkzK1DaQJ6OvquLo/8TKJbMR19eBexG8i5pjuKSTDTBkV1K6QuAERNlg8faa25hWzKI68R1UwAeW1UGIGusGU+Xj+n/qQBB76vNSHfg24XJ0p1lVpFLAo2q8abh0I6chu68mdi27zCuGcnZi2ZDkz6SBlvqKxWQlS4g3ZmXgDVjBZjiQnYRH0h14ropJGVN2Nu4SJ8BbTjyIrH+jbovalvAqCQH1pal4Hu3FkvfqfHtKf5iKY5uYPF1NLnU1d6C+x94CDU1NUhNTcWO32xDbgH1dzLJZrNJ+XKeCQnOY9UuuqC+/Yuv8Ma5bhxvc/mNAN4YeIn+F8Ir1KrCDhiBso8cQJe1rM1fzF2cr9u1bMKw4bOLsqgc/iYt9NUS36Dna2jx8bSZEIJ6e7qx9N5/Qm1dnUfKYDDgnd/vQlZ2joc3MCLS5gTnwS+M43q9PuhLu3ijFbtP1l/bfcm87PijtxwcaEvJs39tlWi7ZKnAQym6nsKDFALa5MqZzXQ3kJoVA8mg8P1Ab2KPXbFiBc6e9R8509PT8e677yJ5wGe0DBbbdH+bx97u9jpv215xbsvbKVTRy5Y10nrp+kV9a+CXLI9BBWmi8BBJV1I4EUiLmxNXngOD2dTUhJaWFlq30gjMW1tEW7duDQgepzU3N6OqqkqSZXlupqzb1dVF35hYPC8lDHhctkouqxrgcbkCegsnREpUOe7s7qPwAoWgc0auPHskV549kQFZvJj+05QLzED5s9yePXvoinCalEwgSM2Uu4Uwfex5UvgphbdIh/s91UgVD/QuDReQwk7ijadwD4XD3unuOPdRDERGRgZ9uWSSBovbbrvNnRzwl5s3y3MzZX3uBhITE0OBx3lzGcZzmdQGjwupugey0YFEXjWBeMspsGc6t2YGCtFzT08PNm7ciAMHDqCzs9MjwR5233334fHHH/fwQkTolAlvUWDAYrKz7p236h7obdwd54pQqKLnXAq3UvhXCgco9FLwEO8ZLlmyRGraHiZFeJAoLQ26qmEbbIttsu1czmswwKO8BscDOaNARJ6pb++xjneI9jHU9Y3p7u4a8y/Pr81qbWkxkryRQEhmPZLrSkpK7nxl44bOIWnp10n2AnV/FzSC9oIpKe4Myfm8iEB5xYr3fwhNyOCVZit/AAAAAElFTkSuQmCC"" alt="""" class=""detail-img""><div data-v-25fc73c5="""" class=""detail-info""><p data-v-25fc73c5="""" class=""detail-info-name""></p><p data-v-25fc73c5="""" class=""detail-info-job""><span data-v-25fc73c5="""" class=""detail-info-job-posi""></span><!----></p><div data-v-25fc73c5="""" class=""detail-info-tag""><!----></div></div><div data-v-25fc73c5="""" class=""detail-download""><div data-v-25fc73c5="""" class=""detail-download-qrcode""><img data-v-25fc73c5="""" src=""https://img01.51jobcdn.com/we/images/logo.png"" alt="""" class=""logo""></div><p data-v-25fc73c5="""" class=""detail-download-tip"">来App与HR沟通！</p></div></div></div></div></div></div><p data-v-5190a29c="""" class=""info""><span data-v-5190a29c="""" class=""sal"">8千-1万</span><span data-v-5190a29c="""" class=""d at""><span data-v-5190a29c="""">广州·海珠区</span><span data-v-5190a29c="""">|</span><span data-v-5190a29c="""">在校生/应届生</span><span data-v-5190a29c="""">|</span><span data-v-5190a29c="""">本科</span></span></p><p data-v-5190a29c="""" class=""tags""><span data-v-5190a29c="""" title=""电商""><i data-v-5190a29c="""">电商</i></span><span data-v-5190a29c="""" title=""供应链""><i data-v-5190a29c="""">供应链</i></span><span data-v-5190a29c="""" title=""物流""><i data-v-5190a29c="""">物流</i></span><span data-v-5190a29c="""" title=""运营""><i data-v-5190a29c="""">运营</i></span><span data-v-5190a29c="""" title=""数学""><i data-v-5190a29c="""">数学</i></span><span data-v-5190a29c="""" title=""计算机""><i data-v-5190a29c="""">计算机</i></span><span data-v-5190a29c="""" title=""做五休二""><i data-v-5190a29c="""">做五休二</i></span><span data-v-5190a29c="""" title=""五险一金""><i data-v-5190a29c="""">五险一金</i></span><span data-v-5190a29c="""" title=""年终奖金""><i data-v-5190a29c="""">年终奖金</i></span><span data-v-5190a29c="""" title=""定期体检""><i data-v-5190a29c="""">定期体检</i></span><span data-v-5190a29c="""" title=""包午餐""><i data-v-5190a29c="""">包午餐</i></span><span data-v-5190a29c="""" title=""员工旅游""><i data-v-5190a29c="""">员工旅游</i></span></p></a><div data-v-5190a29c="""" class=""er""><a data-v-5190a29c="""" href=""https://jobs.51job.com/all/coVDAGZwdjAjRRNgdjVzc.html"" target=""_blank"" title=""广州市利联贸易有限公司"" class=""cname at"">广州市利联贸易有限公司</a><p data-v-5190a29c="""" class=""dc at"">民营",快速消费品(食品、饮料、化妆品),遵义路100号虹桥南丰城B幢3503-5,岗位职责：1、负责精益管理相关数据提取、分析、及优化方案等工作；2、与运营团队沟通，站在精益管理与数据分析视角，引导并帮助运营团队拆解和定位问题，通过数据分析为运营团队提供数据决策和策略支持；3、有效向运营团队呈现数据分析结果和解决方案；4、起草精益相关数据标准，推动运营团队数据治理；5、组织并推动精益管理相关工作落地，以及领导交办的其他工作。任职要求：1、本科及以上，管理学、统计学、应用数学相关专业；2、具备英语阅读能力；精通Excel数据分析、PPT等办公软件。能够使用专业数据分析软件为加分项。3、沟通能力：能够有效与运营团队进行交流；学习能力：能够快速学习新知识，并能有效在工作中应用；组织能力：较强的组织能力（在校期间担任过班长或学生会干部优先）。4、数据分析相关培训或工作经验（优先）；ISO内审员或咨询公司工作经验（优先）。5、相关专业的优秀往应届生考虑培养。,民营  
