职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,发布时间,公司标签,工作地点,职位描述或任职要求,规模类型
软件工程师（安卓方向）,成都航天凯特机电科技有限公司,8千-1.6万,深圳-光明区,本科,3-4年经验,01-12发布,电子技术/半导体/集成电路,,"任职资格：1、熟悉Uboot移植，Kernel裁剪，驱动程序编写，JNI编写；2、熟悉Shell脚本，Makefile文件编写，熟悉git版本管理工具；3、熟悉常用外驱动（GPI0,I2C,SPI,UART,NET,USB）;4、必须具备RK,NEP,展讯，全志，三星等其中一个Android平台经验。5、主要负责公司项目驱动开发，以及衍生出的多个定制项目；6、熟悉4418/6818两套核心板。工作时间：8:30-12:0013:30-18:0022天制双休福利待遇：*包吃：公司有自己的饭堂，环境干净卫生，每餐都有三菜一汤，让员工饱餐无忧*包住：每间住宿均配有热水器、空调、饮水机、WIFI等，让员工住行无忧*住宿补贴：不住宿舍的员工，补贴150元/月*员工生日：公司将会给每位寿星备上一份生日礼物*员工活动：不定期的户外活动、旅游*优秀员工：每年三个季度优秀员工+1个年度优秀员工评比例行调薪：每年1月、7月2次例行调薪*法定假期：与国家法定假日同步，各种假期一应俱全*传统节日：端午、中秋等传统节日员工将收到公司送出的精美节日礼品*重疾险福利：入职后购买重疾险满1年，公司报销*五险一金：买一档养老险、医疗险、工伤险、失业险、生育险险体检福利：新员工入职凭发票可报销体检费用",民营  |  50-150人
安卓APP开发工程师,东莞市嘉松电子科技有限公司,7千-1万,上海-静安区,本科,3-4年经验,01-13发布,电子技术/半导体/集成电路,,工作职责:1、参与物联网项目的APP/小程序设计、研发和维护，保证设计理念和应用技术得当；2、进行单元测试，确保功能稳定，性能优异，保证研发工作高质量完成；3、参与软件设计的重构、优化，保证产品的可迭代可维护性；4、参与软件设计文档的起草和完善，保证文档的及时更新；职位要求：1、有共享充电宝、共享储物柜、共享系统类开发经验者优先。2、大学本科及以上学历，计算机相关专业优先；3、熟悉物联网-iot协议对接；4、精通Android开发、多线程，了解各种优化技术，以及常见的系统问题；5、熟悉AndroidUI框架、系统组件、熟悉界面优化和屏幕适配；6、扎实的编程、算法和计算机专业功底，至少参加过一个完整的商业级应用开发；7、代码编写风格良好，可读性佳，技术沟通顺畅；8、有蓝牙、Flutter、UniAPP开发经验者优先；9、熟悉SVN或Git等相关的代码管理工具；10、具有良好的沟通协调能力，有上进心，责任心强，思路清晰，思维敏捷，快速的学习能力。,民营  |  150-500人
Android/安卓开发工程师,重庆市通信产业服务有限公司中冉信息分公司,7千-1.2万,深圳-南山区,本科,3-4年经验,01-13发布,计算机软件,,,国企  |  150-500人
安卓客户端开发工程师,福建福诺移动通信技术有限公司,9千-1.5万,杭州-余杭区,本科,1年经验,01-13发布,通信/电信/网络设备,,"岗位职责：1、基于Android平台进行手机软件的设计、开发、需求分析等；2、熟悉手机客户端应用程序开发工具,包括UI及通讯等；3、与项目相关人员配合共同完成手机客户端应用软件的开发设计工作；4、配合美术及策划人员能够优化现有产品的用户操作体验。任职要求：1、1~3年以上Android项目开发经验，具备良好的独立解决问题能力；2、计算机基础扎实，学习能力强；3、熟练使用AndroidStudio及相关工具进行开发；4、精通UI在不同机型下的适配。",合资  |  500-1000人
安卓Android开发工程师,上海世艾生物科技有限公司,1-1.5万,武汉,大专,3-4年经验,01-13发布,制药/生物工程,,岗位要求：1.计算机相关专业毕业，熟练使用Java。2.熟练掌握Git，熟练掌握AndroidStudio开发工具及各种性能调优。3.熟悉Android系统架构和相关开发技术，包括UI、HTTP/TCP、多线程等方面，熟悉Android开发工具和相关开发测试工具的使用。4.理解并掌握MVP、MVVM等框架，熟悉常用的设计模式，熟悉gradle、maven等。5.熟悉面向对象设计，代码风格良好良好的编程、代码习惯。6.良好的团队合作意识。7.有大型互联网APP开发经验优先。加分项：1.熟练掌握Kotlin、flutter编程，具有良好的面向对象编程思想。2.熟练掌握前端知识，React，Vue等，能熟练开发H5页面。,创业公司  |  少于50人
安卓软件驱动工程师,深圳市玥芯通科技有限公司,8千-1.6万,广州-天河区,本科,3-4年经验,01-10发布,通信/电信/网络设备,,岗位职责：1.？Android系统与公司产品的业务适配；2.？Android性能，资源等优化；3.Android新特性研究。基本要求：1.精通C/C++，熟悉java，熟悉软件设计架构模式，3年以上工作经验；2.深入理解Sensors，Display，Audio，Network等任意一项或多项(竖向发展：包括驱动，native以及framework);3.深入理解Android中RPC或者IPC中任意一个通信方式;4.熟悉RK，高通平台，完成Android系统资源优化，性能优化等;5.独立完成公司业务需求以及单元测试APP;6.具备良好的团队合作意识、沟通能力、分析及解决问题能力。,民营  |  150-500人
安卓软件开发工程师（MMI）+五险一金,四川西南联盛通讯技术有限公司深圳市分公司,1.5-2.5万,广州-黄埔区,大专,2年经验,01-13发布,贸易/进出口,,岗位职责：1、负责根据设计文档编写代码，完成Android开发环境和框架的搭建；2、负责Android软件的开发、测试和维护；3、负责解决开发过程中的Android技术问题；4、负责代码迭代重构，提升用户体验；5、根据用户需求研发新的Android产品，并测试其性能，进行改进；6、负责整理和输出规范的代码及相关文档；（有项目奖金下午茶生日会趣味运动会）任职要求：1、计算机相关专业，2年以上Android开发经验；2、熟悉Android编程技术，扎实的Java语言基础和算法分析能力，可以独立完成Android应用开发；3、熟悉多线程编程，SQLite数据库编程，json/xml数据打包和解析等常用技术4、熟悉Android系统架构，了解Android系统的文件目录结构5、对Android程序性能优化、内存优化有一定的认识和经验薪酬福利：1、基本工资+项目奖金+补贴，提供同行业具有竞争力的薪酬待遇，另有丰厚的年终奖金等；2、公平透明晋升通道，积极向上的工作氛围，年轻型团队；3、上班时间：8:30-17：20，周末双休，按国家规定享受法定节假日并享受带薪休假；4、按国家规定享受各类带薪假期，重大节日有过节奖金和福利品；5、公司不定期下午茶，和各类部门团建活动。,民营  |  1000-5000人
安卓研发工程师,合肥市数字交通运营有限公司,6-8千,苏州-工业园区,本科,3-4年经验,01-09发布,政府/公共事业,,职位描述1、负责公司产品安卓客户端的功能研发和性能优化，完成高质量编码和测试工作；2、和产品经理配合，深度参与手机产品需求讨论，功能定义等；3、设计良好的代码结构，不断迭代重构；4、承担重点、难点的技术攻坚。职位要求1、本科及以上学历，计算机、通信等相关专业；2、具有扎实的编程功底，良好的设计能力和编程习惯；3、熟练掌握Java，熟悉AndroidSDK；4、有基于海外大型社交平台开发经验者优先，包括不限于：WhatsApp、Instagram等；5、有较好的产品意识优先；6、积极乐观，责任心强，工作认真细致，具有良好的团队沟通与协作能力；7、热爱移动产品研发，有较强的学习能力，有强烈的求知欲、好奇心和进取心，能及时关注和学习业界最新的移动开发技术。,国企  |  少于50人
安卓 开发工程师,大连亿达信息技术有限公司深圳分公司,1.5-2万,深圳-龙华区,本科,3-4年经验,01-13发布,计算机软件,,1、熟悉JAVA2、熟练使用adb命令3、熟练使用JNI开发（JAVA与C接口开发，如串口开发等）4、了解蓝牙、网口、串口、CAN通信协议充电柜，柜控，优先考虑！,民营  |  500-1000人
安卓开发工程师-数据智能,广州海颐软件有限公司,8千-1.5万,南京-江北新区,本科,2年经验,01-14发布,计算机软件,,岗位职责：负责公司现有智能硬件产品升级优化、新产品开发。任职资格：1、熟悉AndroidSDK，AndroidStudio。2、丰富的Android开发构架和系统API调用经验。3、熟悉Android移动终端特性、开发特点，有Android平台各类常见问题的应对经验。4、能够独立开发移动端应用程序，包括需求分析，创建和维护项目，代码开发和调试、发布，并且有良好OO和MVC概念和代码书写习惯。5、有POS开发、串口通信、蓝牙通信调试经验优先。6、2年以上相关工作经验，***本科以上学历（计算机或嵌入式相关专业）。薪资福利：十三薪、入职在职体检、节假日礼物礼金、生日礼物礼金、带薪年假、可住宿、良好的工作环境、交通便利,民营  |  500-1000人
安卓助理工程师,广州市定昌电子有限公司,4-8千,长沙-芙蓉区,大专,2年经验,01-14发布,电子技术/半导体/集成电路,,"岗位职责：1、参与智能机顶盒Android终端APK产品软件开发全过程（需求、设计、实现、测试、维护）；2、负责UI、网络、播放器等应用程序开发及维护；3、完成与工作相关文档的编写；4、协助解决客户软件技术疑问；5、开发过程中能对产品提出积极的修改和建议；6、根据系统中具体难点问题,有针对性的进行技术攻关；7、可以独立完成任务，并能指导执行者完成任务。岗位要求：1、本科或以上学历，计算机等相关专业；2、一年以上Android盒子平台APK软件开发经验，有JAVA开发经验者优先；3、熟练掌握Android开发工具、AndroidUI开发技术、UIframework；4、熟练掌握Android下网络通信机制，对Socket和HTTP访问有实践经验；5、丰富的Androidlauncher方面的开发经验；6、熟悉了解HTMIL5/CSS3，jQuery及主流的JavaScript框架；7、有一年AndroidOS方面的开发经验优先；8、熟悉版本控制git等工具，问题追踪以及代码封装，发布管理流程；9、具有良好的工作态度、团队协作精神和沟通技巧。",民营  |  50-150人
安卓软件开发工程师（TV）,深圳市世联土地房地产评估有限公司,1.8-3万,深圳-南山区,本科,1年经验,01-06发布,中介服务,,,民营  |  500-1000人
安卓开发工程师（RN混合开发，近地铁，不加班）,深圳市网新新思软件有限公司,1.6-2.2万,深圳-龙岗区,本科,5-7年经验,01-14发布,计算机软件,,1、参与产品需求评审、UE交互评审，以及UI设计和测试用例的评审2、负责Android功能模块的开发、开发概要设计撰写和功能自测3、负责测试bug的修正和验证4、负责Android客户端的性能优化、故障排查5、组织或参与开发概要技术设计评审、代码走查,已上市  |  1000-5000人
安卓应用开发工程师,深圳市康冠科技股份有限公司,1.2-2万,上海-闵行区,本科,3-4年经验,01-14发布,电子技术/半导体/集成电路,,Jobdescription：1、负责IoT设备AndroidBSP相关功能的开发、调试及优化；2、负责所开发模块的架构设计及开发文档撰写；3、负责所开发模块的文档总结；4、少量的对客户的技术沟通Requirement：1、熟悉Linuxkernel架构、运行机制及设备驱动原理；2、具备Qualcomm、Mediatek、RK等硬件平台BSP开发经验为佳；3、有以下模块的开发调试经验佳：display/camera/USB/charging//audio/sensor/touch/BT/WIFI/NFC等；4、具备驱动设备功耗管理常识，擅长C/C++；5、具备一定的英语读写能力；6、欢迎善于沟通、勤奋积极、有团队合作精神的候选人；7、工作经验3~10年，计算机、电子信息、自动化等专业，本科以上学历,民营  |  5000-10000人
安卓测试工程师,广州市定昌电子有限公司,4-8千,上海-普陀区,本科,1年经验,01-29发布,电子技术/半导体/集成电路,,1、具备扎实的面向对象编程、数据结构、数据库、网络基础等相关知识；2、.Net方向：了解.Net或.NetCore平台，熟练掌握asp.netMVC、asp.netwebapi、WebService、WCF中一种或多种开发；3、熟练掌握SqlServer的管理和SQL编程，具备数据库设计及调优能力；4、熟练使用Html、CSS、Javascript/JQuery，能够掌握一个前端框架***（如：Vue2/3、Angular）；5、熟悉常用设计模式，有高并发、高负载、高可用性系统设计开发经验者优先；6、具备软件项目的开发与实施的经验，具有物流行业软件开发经验者优先。,民营  |  50-150人
高鸿智联-安卓开发工程师,大唐高鸿数据网络技术股份有限公司,1.5-3万,佛山-顺德区,本科,8-9年经验,01-08发布,通信/电信运营、增值服务,,职位描述：1、负责Android软件设计、开发工作，并参与总体架构设计讨论；2、根据开发规范与流程，独立完成模块的详细设计与编码；3、对承担模块的开发进度和代码质量负责，确保软件设计及实现工作按时完成；4、负责软件的自测及系统联调。职位要求：1、计算机或其他相关专业毕业，本科以上学历；3年以上工作经验；2、熟悉AndroidSDK/NDK，熟悉git代码管理工具；3、熟悉Android开发架构和API调用，理解Android运行原理和体系架构；4、精通Android界面、网络、数据库、多媒体开发；5、要求善于沟通，有较强的责任心，较强的学习能力，团队协作能力,国企  |  500-1000人
安卓开发工程师,曼森伯格（深圳）科技发展有限公司,1.3-2万,上海-嘉定区,本科,3-4年经验,01-11发布,电子技术/半导体/集成电路,,岗位职责：1.在AAOS（汽车Android操作系统）上领导应用程序和服务的实现。2.并支持合作伙伴和供应商更好地理解AAOS。3.紧跟生态系统潮流，将最新、最流行的应用和服务整合到车内。4.参与技术创新，为快速原型的实施提供想法和帮助。5.带领团队成为AAOS产品故障解决的***道门。任职要求：1.标准Android上设计并实现Android应用程序和服务的解决方案。在其他平台（如Linux、IOS)上开发应用程序和服务的知识或经验。2.对Android框架、软件架构和流行的设计模式有扎实的了解。对多种语言编程有很强的理解-至少其中2种语言必须是Java，Kotlin，C/C++，Python，JavaScript等。具备后端开发知识和经验，包括数据模型、持久层、后端服务（RESTAPI)、应用程序框架、缓存和消息传递服务，以及使用第三方API者优先。3.具有语音助理/导航开发人员、NLP算法设计人员或开发人员经验，设计和实现语音助理/导航应用程序或NLP/Navi引擎或相应解决方案，有车内解决方案经验者优先。4.计算机科学或软件工程专业本科或以上学历5.英语流利（书面和口头）。,外资（非欧美）  |  少于50人
安卓APP开发工程师,深圳市汉锐信息技术股份有限公司,5千-1万,深圳-南山区,本科,3-4年经验,01-12发布,计算机软件,,"深圳顺晨网络科技有限公司高级安卓SDK开发工程师(25-40w)职位描述工作职责：1、负责公司Android客户端功能开发和系统维护工作；2、参与SDK架构设计，接入过应用市场联运SDK，买量SDK，参与过中间件的开发，可独立承担模块设计；3、依据项目进度与需求完成软件功能实现；4、代码维护、Bug修改、性能优化。任职要求：1、计算机相关专业本科以上学历，两年以上Android平台开发经验；2、熟练掌握Java技术，熟悉面向对象编程设计，具备扎实的编程基础；3、熟悉Android应用开发框架及Activity生命周期、熟练进行AndroidUIFramework开发技能，熟练使用AndroidSDK、熟练进行基于数据库的手机应用开发；4、熟悉Android各种widge组件，能根据项目要求开发自定义控件；5、熟悉Android下网络通信机制，对Socket通信、TCPIP、Http有一定理解和经验，熟悉SVN、git等；6、熟悉SDK中间件开发，对SDK开发有一定的熟悉度，并能独立承担项目对接，会Python脚本者优先。7、熟悉并接入过应用市场联运SDK，买量SDK等等，并拥有良好的代码习惯，结构清晰，命名规范，逻辑性强；1、目前需要游戏行业背景2、优秀的话可以达到技术老大要求：必须是游戏发行公司经验，做过聚合SDK，中间件等,侧重于国内聚合SDK为主.对标公司：深圳中手游、深圳灵刻、一七玩、冰川、深圳章鱼游戏、爱的番茄游戏、龙图游戏，这些都是在深圳的，广州那边要是愿意来深圳也可以看工作地址广东省深圳市南山区前海卓越壹号T1栋4304A",民营  
安卓系统开发工程师,广州朗国电子科技股份有限公司,2-4万,广州-天河区,大专,3-4年经验,01-09发布,电子技术/半导体/集成电路,,"岗位职责：1、负责Android手机APP开发应用程序及维护；2、负责新需求的分析及代码编写、测试；3、跟进Android的新技术发展，纂写设计开发及实现文档；职位要求：1、Android/iphone平台手机终端软件开发精通Android开发平台及框架，三年以上实际开发经验；2、熟悉HTML/WML/HTTP,具有良好的编程思想；3、对Android框架有深入的了解；4、对AndroidNDK有一定了解；5、有计步类应用相关开发经验优先考虑。",已上市  |  150-500人
安卓Framework工程师-电动摩托车产品发展部,隆鑫通用动力股份有限公司,1.4-2万·14薪,大连-甘井子区,大专,无需经验,01-11发布,机械/设备/重工,,,已上市  |  5000-10000人
安卓开发工程师,南京品德科技有限责任公司,12-18万/年,长春-高新技术产业开发区,本科,1年经验,01-13发布,计算机软件,,岗位职责：1.负责Android应用程序开发、定制与维护2.设计及实现Android应用层的功能和客户需求；完成对应的模块设计、编码及调试工作3.Android应用层软件的开发和维护任职要求：1.计算机相关专业本科学历，一年以上Android应用开发工作经验；2.熟悉Android平台应用软件开发，曾经使用AndroidSDK进行过软件开发。有AndroidFramework开发经验的优先考虑3.要求有JAVA编程项目经验，熟悉Eclipse集成开发环境4.熟悉Android系统的组件使用，布局，精通常见特效，过渡效果；熟悉Android平台的绘制流程，消息机制，内存优化，线程优化；5.熟悉Http，TCP等常用通讯协议。,民营  |  50-150人
安卓开发工程师（965不加班）,深圳市网新新思软件有限公司,2-2.5万,东莞-松山湖区,大专,3-4年经验,01-13发布,计算机软件,,"工作内容：1、Android平台系统开发，了解AndroidFramework层原理和JNI优先；2、常见驱动程序开发、调试、优化。岗位要求:1、软件、通讯、电子技术相关专业,本科及以上学历2、Linux/Android外设驱动开发经历,包括USB驱动,Mipisenso配置，I2C外围功能调试；无线投屏等3、熟悉wifi、Bluetooth,Sdcard、PMc等驱动开发4、熟悉Linux/Android系统架构、文件系统、进程管理和内存管理机制,有实际的内核裁剪、移植、调试经验。5.熟悉商显行业优先，包括HDMI，LVDS,V-BY-ONE，mipi,edp接口调试；",已上市  |  1000-5000人
软件工程师（ Android安卓 ）,深圳市康冠科技股份有限公司,8千-1.5万,广州-黄埔区,本科,2年经验,01-13发布,电子技术/半导体/集成电路,,岗位职责：1、参与项目方案定制与软件方案讨论；2、根据项目计划，负责产品的软件部分的详细设计开发工作；3、负责软件的功能模块开发、测试与后续升级工作；4、编制和更新产品软件部分的技术文档和生产文档；5、参与公司或部门组织的各类技术培训，职能部门内部的代码审核等工作；6、参与软件技术平台的建设与总结。任职资格：1、本科及以上学历，计算机、电子或通信等相关专业，两年以上工作经验；2、熟练掌握Kotlin语言，熟悉使用AndroidStudio进行开发；3、熟练AndroidUI开发；4、熟悉网络通讯机制，熟悉TCP、UDP、HTTP等网络协议；5、具备较强的学习能力，适应性强，能快速进入工作状态，对工作有热情、负责；6、有一定项目开发经验，能独立承担项目开发；7、有医疗器械行业工作经验者优先；公司福利：（1）爱岗敬业高回报年终奖、技术攻关奖、公司利润分红权、完善的调薪制度等你来pick（2）生活健康有保障五险一金、年度体检、提供住宿、提供班车、带薪病假、各种福利假（年假、婚假、产假、陪产假）等让你生活无忧（3）劳逸结合一起嗨5天8小时、超长春节假期、带薪年假、篮球协会、羽毛球协会、年度旅游、生日party等你来玩耍公司地址：广州黄埔区瑞和路39号纳金产业园H6栋北搭4楼（途经公交车：瑞和路口站：B24路、388路、336路、321路、941路、358路）,民营  |  5000-10000人
安卓开发工程师（社交、直播）,上海昌契网络科技有限公司,1.5-2.5万,广州-黄埔区,本科,2年经验,01-13发布,互联网/电子商务,,岗位职责：1.负责安卓平台驱动软件开发调试工作，开发平台的搭建及系统模块开发移植；2.LCD、摄像头、TP、WIFI/BT/GPS等外设的功能调试；3.编写和修改JNI、frameworknative层模块功能模块设计和开发工作；4.新的设备模块驱动的集成整合。任职要求：1.本科学历，2年以上同岗位工作经验2．精通Input、Sensor、Backlight、Vibrator、Keypad、SD/eMMC、FLASH等驱动程序开发，驱动软件的设计调试；3．能看懂硬件原理图，了解基本硬件和电路知识；4．精通C/C++、Java编程，具备多线程编程能力，有独立模块开发交付经验者更佳；5.熟悉整机稳定性调试工具与方法，熟悉linux内核，并有内核稳定性处理经验和能力者优先；6.熟悉常用通信协议及硬件接口，如UART、I2C、CAN、I2S、SDIO、SPI等；7.有音视频编码或监控相关产品开发和调试经验；8.熟悉展讯/全志/瑞芯微/联发科等系列CPU方案；9.有良好的编码习惯及文档编写功底，有很好团队合作精神，配合其它工程师协作完成开发任务。,民营  |  少于50人
安卓系统工程师,深圳市爱泊优科技有限公司,1.5-2.5万,济南-历城区,大专,1年经验,01-13发布,家具/家电/玩具/礼品,,"岗位职责：1、完成日常学生端、单机版的新功能研发和维护任务。2、负责项目适配安卓不同版本、机型。3、与产品、测试等相关人员配合共同完成产品研发的工作。4、代码格式规范、功能文档书写、注释等明确，有较强的代码规划能力。5、熟练掌握Android界面布局、AndroidAPI，熟悉绘制、数据库sqlite。6、熟练掌握四大组件和AndroidX常用控件。7、熟悉TCP、Socket,Http(s)等常用协议编程，okhttp、rxjava、Retrofit等常用第三方库。8、有三方登录、支付等经验优先。任职资格要求：1.熟练掌握Java语言，熟悉常用的设计模式和数据结构。2.熟悉Android开发结构，以及常用组件控件布局等。3.熟悉Socket,Http(s)等常用协议编程，网络通信基础扎实。4.精通Androidsdk、各种组件、网络通讯、数据存储、UI布局、动画与控件的使用。5.熟悉安卓开发，安卓开发各种机制，熟悉安卓系统应用管理、进程管理、内存管理、Active管理机制。6.一年左右工作经验PS：周末双休试用期缴纳五险公司自主研发产品无需驻场开发",民营  |  50-150人
安卓Android开发工程师,京北方信息技术股份有限公司珠海分公司,1.3-2万·13薪,杭州-滨江区,本科,3-4年经验,01-13发布,计算机软件,,,民营  |  少于50人
初级安卓开发工程师,深圳市天视通技术有限公司,1.1-2万·15薪,桂林,本科,2年经验,01-13发布,计算机软件,,岗位职责：1、根据公司要求进行基于Android系统平台的应用程序开发；2、根据项目任务计划按时完成软件编码和单元测试工作，并确保开发质量与进度；3、参与产品的系统分析，架构设计，模块编码和单元测试；4、撰写模块设计说明书及相关技术文档。相关要求：1、计算机或相关专业毕业，本科及以上相关学历，2年以上Android应用软件开发经验；2、精通AndroidSDK，能编写UI控件，精通JAVA编程和核心类库，有独立的Android开发经验；3、熟悉Android开发平台及框架原理，熟悉Android软件的开发、测试、分发流程；4、熟悉多线程、HTTP协议及Socket等相关编程技术；5、熟悉Android界面开发，熟悉屏幕分辨率兼容和操作系统版本兼容原理；6、有良好的写代码习惯，结构清晰，命名规范，逻辑性强；7、具备良好的沟通及组织能力，乐于分享，有出色的团队合作精神；8、有安卓图片、视频处理或硬件外设应用开发经验者优先。,民营  |  50-150人
安卓开发工程师,广州市鸿靖实验设备有限公司,1-1.5万,苏州-工业园区,本科,1年经验,01-13发布,机械/设备/重工,,职位描述：1、负责公司Android客户端相关产品架构设计和研发2、负责微信小程序相关产品开发3、负责H5移动端开发；4、常用算法、用户界面搭建和接口数据页面展现；5、参与研发组进行软件的升级设计及应用开发；6、持续不断改进用户体验；学习和研究新技术以满足产品的需求；参与方案讨论和技术调研、负责方案升级、更新；任职要求：1、本科及以上学历2、1-3年Android终端开发经验，参与过2个以上完整的移动互联网项目；3、扎实的Java语言基础，深入理解常见的数据结构及算法；4、熟悉Android框架及工作机制，熟练掌握Android平台下的网络通信、UI编程、多线程等特性；5、至少掌握一种前端js框架（vue或react）。熟练使用webpack等前端构建工具了解配置项;6、熟悉dart语言，使用进行跨平台的移动端开发；能够独立完成Android应用的开发工作；,民营  |  50-150人
手机APP工程师（安卓）,曼森伯格（深圳）科技发展有限公司,1.3-2万,深圳-龙华区,大专,1年经验,01-11发布,电子技术/半导体/集成电路,,任职要求：1、计算机类、信息类等相关专业；2、较强的沟通能力与优良的逻辑思维能力；3、对软件有浓厚兴趣，想长期往此行业发展，有较强的学习能力和主动性，能胜任高强度的工作；4.有良好的沟通、语言表达能力，有较强的团队合作意识、对工作主动、认真、负责5.熟悉Andriod优先6.熟悉linux优先7.有相关TV类APP开发经验优先8.熟悉语言c/c++优先,外资（非欧美）  |  少于50人
安卓逆向工程师,武汉奥浦信息技术有限公司,8千-1.2万·13薪,杭州-滨江区,本科,3-4年经验,01-13发布,计算机软件,,,民营  |  50-150人
安卓开发工程师,深圳市力胜源电子科技有限公司,1.2-1.8万,深圳-龙岗区,大专,5-7年经验,01-11发布,新能源,,"岗位职责：1、负责车载MCU及CAN解析相关外设软件开发；2、负责Android系统整体性能的调试与优化；3、Android系统驱动和HAL的开发与调试；3、独立完成编程和测试，调试，并及时解决遇到的问题维护现有代码并迭代更新；4、相关软件文档编写。任职要求：1、大专及以上学历，电子信息科学或计算机科学与技术、自动化相关专业；2、熟练掌握C/C++语言编程，熟恶STM32系列MCU；3、3年以上MCU/嵌入式Linux/Android驱动软件开发经验，熟恶相关外设ADC、SPI、I2C、UART、FLASH、通讯模块等功能开发；4、熟悉Android,系统BSP移植，对framework有一定了解，有Android？CTS/VTS等开发调试经验者优先；4、熟悉基本硬件电路原理,能着懂硬件原理图，模拟电路和数字电路图，会使用相关仪器，万用表，示波器，仿真器等；5、有配合Linux、安卓系统开发经验者优先；6、工作认真负责，有责任心，思维活跃，善于沟通。",民营  |  150-500人
安卓软件工程师（无人机控制方向）,维坤智能科技（上海）有限公司,1.5-2.5万,成都,本科,2年经验,01-07发布,计算机软件,,"岗位职责：负责以下一项或多项内容：1.Android系统集成与定制。2.性能优化。3.稳定性问题排查分析。4.播放器、浏览器的需求开发及问题修复。岗位要求：1.***大学本科及以上学历，电子，计算机，通讯相关专业;2.熟悉java,有良好的编码习惯;3.有AndroidFramework开发经验;",民营  |  50-150人
安卓开发工程师,常州奥比利智能科技有限公司,8千-1.5万,长沙-岳麓区,本科,3-4年经验,01-12发布,计算机软件,,1、负责自动驾驶车机端安卓应用开发2、负责自动驾驶车机端安卓应用架构设计和性能优化3、参与自动驾驶车机端安卓应用产品的设计与实现方案设计任职要求：1、本科及以上学历，计算机，通讯相关专业，有良好的英文读写能力2、熟悉Android移动端系统多线程，网络编程3、熟悉高性能架构设计，熟悉AndroidApp典型开发模式4、具有有车机中控开发经验。,合资  |  少于50人
安卓开发工程师,成都迈思信息技术有限公司,1.6-1.7万,上海-闵行区,本科,3-4年经验,01-10发布,计算机软件,,1、负责智能硬件设备AndroidAPP的功能开发、调试；2、优化App性能、稳定性与用户体验；3、负责智能硬件产品软件系统可行性分析与预研；4、编制软件设计方案、软件流程图、时序图等技术文档；5、参与产品功能、用户体验定义。6、负责中间件系统开发任职要求：1、计算机、电子相关专业本科及以上学历，智能硬件产品Android应用软件4年以上开发经验；2、精通Android系统架构、常用组件和控件、数据存储方式、数据接口和调用，有智能硬件产品APP完整开发经验；3、参与过后台系统开发和设计。4、具备良好的分析、解决问题的能力，能很快学习和掌握新技术；5、具备良好的团队精神和沟通意识，责任心强，工作认真细致，有良好的抗压能力。6、精通java开发，能力独立开发小型项目；,民营  |  1000-5000人
安卓framework工程师(O4386),零洞科技有限公司,3-6万,深圳-龙岗区,大专,3-4年经验,01-11发布,互联网/电子商务,,岗位职责：1、负责完成车载安卓智能终端产品的硬件模拟、数字逻辑、智能模块外围电路的设计与开发，PCB设计及试制样机加工；2、项目要求完成总体方案、器件选型、原理图设计、调试、测试维护优化等工作，并对设计质量负责；3、解决产品从设计到测试及量产过程中所发生的技术问题，于预定时限内完成产品的整体研发流程，确保产品的按时上市；4、能编写各种加工文档、客户支持文档以及标准化文档；5、具有较强的产品可靠性设计、EMC设计、可维护性/维修性设计能力；6、跟踪行业新技术和相关信息资讯。任职标准：1、大专及以上学历，通信、计算机、电子等相关专业；有车载监控、车载音响、行车记录仪、摄像头等视频产品调试和设计开发经验者优先；2、有较好的数模电路、信号与系统基础知识；具备数模混合电路调试经验；3、精通PADS等开发工具；4、能够独立阅读英文相关资料，根据电路设计要求自已进行合适选型，并具有一定的动手调试经验；5、工作责任感强，有较好的钻研精神和团队合作意识。,民营  |  500-1000人
安卓android 软件工程师,深圳市众云世纪科技有限公司,1.5-3万,南京-雨花台区,本科,3-4年经验,01-09发布,计算机软件,,"Responsibilities:1、ImplementrequirementsfromProductOwnertogetherwithotherdeveloperswithintheteam.2、DevelopAndroidappsandmaintaintheappscontinuously.3、Participateintothearchitectureandworkflowdesign,andmakedecisiononthedevelopmenttools.4、Supportandguidetheotherteammemberswithcodereview.5、Prepareandexecutenecessaryautomatedtestcases,andmakesurethattheproductiterationworkableaftereachsprint.6、Improvetheproductqualityiteratively.Requirementsforthecandidate:1、RichexperiencesinAndroidappdevelopment,familiarwithJava/Kotlin.2、FamiliarwithAndroidFramework,morethan1year’sexperienceinAndroidFrameworkdevelopment.Experiencesinvirtualization,Bluetooth,Wi-Fi,Image,T-Boxetc.arepreferred.3、ExperiencesinOOPdevelopment(C++/Java)andscriptlanguage(Javascript/Python)arepreferred.4、FamiliarwithcrossplatformdevelopmentbetweenAndroid/Linux/HarmonyOS.5、Familiarwithsoftware/architectureandsystemdesign.6、Experiencesinmiddle-andlarge-scaledprojectsarepreferred.7、ExperiencesinIVIdomainarepreferred.8、CET-4orabove.",民营  |  少于50人
