职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,发布时间,公司标签,工作地点,职位描述或任职要求,规模类型
安卓Android开发工程师,京北方信息技术股份有限公司珠海分公司,1.3-2万·13薪,深圳-龙华区,中技/中专,3-4年经验,01-10发布,计算机软件,,"岗位职责：一、负责安卓开发监控摄像头；二、视频编解码。岗位要求：一、熟练使用编程语言：JAVA,XML,JS,HTML,CSS；熟悉框架:VUE,安卓组件，UI布局，数据存储；二、开发内容：WEB,安卓APP；1、安卓开发要求：JAVA基础知识要求扎实，能独立完成UI界面和交互开发；熟悉不同安卓系统版本，不同屏幕的适配；2、WEB开发要求：能独立开发WEB管理界面，能看懂服务端API接口文档，熟悉HTTP和HTTPS网络协议；三、熟悉不同浏览器，PC端，手机端，不同语言适配，（可以使用开源框架）；四、需了解：JSON,数据库，安卓系统架构，H5；五、其它加分项：Kotlin,JNI，C,C++,httpad,sqliteORM,PS，或有音视频开发经验优先。备注：需提供开发过的作品展示。",民营  |  少于50人
安卓逆向工程师,武汉奥浦信息技术有限公司,6千-1.2万,广州-天河区,大专,3-4年经验,01-06发布,计算机软件,,,民营  |  50-150人
安卓应用工程师（成都）,成都航盛智行科技有限公司,1.2-2.4万,深圳-龙岗区,大专,5-7年经验,01-11发布,汽车,,岗位职责：1、负责车载Android车机应用开发；2、负责车载外设联合开发，包括通过串口/USB/以太网等接口连接计价器、顶灯、刷卡器、MCU、DVR等；3、负责应用与平台的网络协议交互（TCP、RTSP网络传输协议）；4、负责车载部标协议开发；5、解决APPBug，优化APP响应速度和用户体验，公司现有项目升级维护工作及相关文档编写。任职标准：1、必须具备车联网平台、车载导航设备经验，5年或以上AndroidApp开发经验。2、Android基本功扎实，有独立模块架构能力，熟练Andorid各种组件、数据库、网络、多线程，熟练复杂UI开发、自定义控件开发和后期优化工作。3、熟练Java/Kotlin语言，对数据结构、通信原理、设计模式、算法等有一定的了解。4、熟悉Socket通信协议编程，串口编程；5、对AndroidFrameWork层有一定了解，遇到基础性的问题时，能根据系统源码及官方文档解决问题6、具备良好的沟通能力和团队协作能力，工作积极、认真、细致。7、有安卓音视频经验者优先；有C/C++经验者优先。,民营  
TV/MSTAR软件工程师（非安卓）,深圳市百视悦电子有限公司,1.5-2.5万,南宁-西乡塘区,本科,5-7年经验,01-11发布,计算机硬件,,岗位职责：1、负责基于Android应用程序的架构设计、开发和维护；2、参与新产品功能需求分析、设计、实现；3、主导与产品进行交互的通信协议的设计、开发和实现；4、负责相关技术文档的编写、维护；5、其他与项目相关工作；任职要求：1、本科以上学历，计算机、电子信息、通信等相关专业；2、5年以上APP相关开发经验，有较强的独立工作和解决问题的能力；3、熟悉物联网行业前端开发，掌握蓝牙/WIFI/以太网通讯协议、了解IOT行业标准/国际标准；4、对数据结构、基本算法熟练掌握，并具备基本的算法设计能力；5、精通图形界面设计；6、熟悉国内主流机型的特点，并能够进行相应的代码优化（速度/空间/界面）；7、较好的学习沟通能力、团队协作能力、项目推动和把控能力；8、有成功商业化的移动终端APP开发经验，优先考虑；公司福利：1.五险一金、交通补助、餐补、通讯补助、高温补贴、节日福利、生日福利、全勤奖、优秀员工股权激励等；2.公司位于南宁中关村欧洲风情小镇，临近南宁明月湖湿地公园，三面环水，有风车、钟楼、灯塔、喷泉，经绿树鲜花点缀，景色十分优美，办公环境舒适、团队氛围融洽；3.享有国家和自治区法定节假日。,民营  |  50-150人
安卓软件工程师,深圳市百能达电子有限公司,1.5-2万,厦门,本科,3-4年经验,01-11发布,电子技术/半导体/集成电路,,岗位职责:任职资格:,民营  |  150-500人
安卓系统高级开发工程师,武汉东信同邦信息技术有限公司,1.5-3万,深圳-南山区,本科,2年经验,01-11发布,计算机硬件,,"1、负责系统级功能的方案设计、开发、评估和维护。2、负责android系统层的性能、内存、稳定性优化，疑难问题的分析和解决。3.负责客户定制产品的系统架构的移植、修改、裁剪、维护和迭代优化等工作开发，比如framework,SystemUI,Settings等模块的修改，上层接口定制等。职位要求：1、电子信息工程，计算机相关专业本科及以上学历，2年以上消费类电子产品安卓系统开发工作经验。2.熟练掌握AndroidFramework、HAL架构，有相关定制/修改/裁剪项目经验。3、有良好的沟通能力，思路清晰，逻辑性好，严谨耐心，责任心强，善于总结并分析问题，有良好的学习新技术能力。",民营  |  150-500人
安卓开发工程师-长沙,京北方信息技术股份有限公司珠海分公司,1-1.8万,武汉,本科,3-4年经验,01-03发布,计算机软件,,岗位职责：1.负责公司新产品的开发工作。2.根据产品需求开发相关的移动客户端产品。3.不断优化和改进客户端应用体验。4.根据市场销售推广等其他部门收集的用户反馈，不断优化客户端产品。任职要求：1.本科及以上学历，计算机相关专业毕业。2.3年及以上Android应用开发经验，有地图类app开发经验者优先。3.熟悉Android多线程开发原理，有过android地图类／NDK开发经验，了解android逆向。4.对业务有很强的领悟能力，能快速准确的将业务需求转化为业务架构，具备创新精神。5.能够承受工作压力，具有很强的学习能力，具有良好地沟通交流和团队合作能力。,民营  |  少于50人
安卓开发工程师中级,广东联通通信建设有限公司,1-1.2万,广州-白云区,大专,2年经验,01-09发布,通信/电信/网络设备,,岗位职责：1、参与公司Android项目框架的搭建，功能开发；2、参与应用系统开发过程产出文档的编写；3、参与软件项目（含手机APP）的设计、开发以及单元测试工作。任职资格：1、专科或以上学历，计算机相关专业毕业，2年或以上正式工作经验；2、扎实的Java、Android基础知识，熟悉运用设计模式，编写高质量的代码；3、对Android架构体系有清晰的认识，熟悉Android的线程机制，掌握熟悉主流的UI框架、网络框架、事件订阅框架、数据库框架；4、对性能调试、内存管理相关开发工具的使用经验；5、良好的语言表达和沟通能力，较强的责任心与团队合作精神；,国企  |  50-150人
Android/安卓驱动开发工程师,深圳市百能达电子有限公司,1.5-2.5万,上海-徐汇区,本科,1年经验,01-08发布,电子技术/半导体/集成电路,,,民营  |  150-500人
安卓软件工程师,名商科技有限公司,1-1.5万,重庆-渝中区,大专,3-4年经验,01-10发布,电子技术/半导体/集成电路,,"1、负责Android手机软件的开发及设计2、负责产品项目的设计与编写，并参与核心程序模块的编写3、对Android平台开发技术进行研究，发现其缺陷并改正更新4、保障系统的高可用性，建立并完善监控和质量体系，完善问题排查手段。5、根据用户需求研发新的Android产品，并测试其性能，进行改进6、根据项目需求进行学习并快速掌握技巧，对行业前沿技术不断学习任职要求：1、大专或以上学历，计算机相关专业，3年以上前端开发经验；2、有3年以上Android开发经验，热爱Android和移动端产品的研发和实现,3、熟悉设计模式，对代码质量和编程规范有较高追求；4、较好的产品意识，愿意将产品效果做为工作最重要的驱动因素；5、熟悉Anddroid平台网络数据传输，本地数据存储，以及UI框架部分6、熟悉Android编程，了解UI优化，包括Android四大组件、动画、布局方式和自定义控件的使用方法。7、有带团队经验或小组负责人经验的优先考虑，有在创业团队的开发经验者优先，有独立开发经验者优先。",民营  |  150-500人
Android/安卓开发工程师,广州红码科技有限公司,1.8-2.5万,深圳-福田区,大专,3-4年经验,01-10发布,互联网/电子商务,,岗位职责：1.负责无忧行语音通话模块的维护和开发2.参与无忧行技术迭代更新岗位要求：1.具有扎实的Android编程基础，良好的代码风格2.具有Android组件化，插件化，模块化编程经验3.具有使用AndroidJetpack组件包开发经验4.具有一定的AndroidJNI，NDK编程经验，AndroidApp性能优化经验5.具有语音通话功能开发经验者优先6.对技术有热情，喜欢钻研，擅长沟通表达，具备良好的逻辑思维和自我学习技术提升能力。7.如有个人github，请附上github地址,民营  |  少于50人
高级安卓开发工程师,维坤智能科技（上海）有限公司,2-3万,深圳-宝安区,本科,5-7年经验,01-10发布,计算机软件,,"工作职责：1、	负责公司客户Android产品的底层驱动开发工作，包括各个模块的软件开发调试；2、	通过优化产品驱动性能，不断提升客户使用体验；3、	负责解决研发、测试、量产和售后中的Android驱动相关问题；4、	负责撰写产品驱动的相关文档。任职要求：1、	本科及以上学历，通信、电子、计算机等相关专业；具有五年以上Android驱动及相关软件开发工作经验；2、	熟悉C、C++及JAVA等语言，深刻理解Android系统框架；3、	具有手机产品Android系统驱动开发调试相关经验；4、	具有MTK、高通、展讯等平台的底层BSP驱动开发和HAL调试经验；5、	工作积极主动，具有较强的责任心，良好的团队合作精神。",民营  |  50-150人
高级Linux嵌入式软件工程师(安卓驱动),苏州旺满信息科技有限公司,1.5-3万,深圳-龙华区,大专,1年经验,01-10发布,计算机软件,,"岗位职责：1、完成产品销售目标；2、配合销售区域内营销活动的实施；3、开发新客户，开拓新市场，逐步扩大产品销售范围；4、维护及增进已有客户关系；5、配合产品经理进行市场调研；6、负责收集市场和行业信息。任职要求：1、男女不限，大专以上文化；有过电子类产品的工作经验，具备良好的沟通能力；2、有较强的执行力和市场开发能力，可以自主研发新客户，分析客户信息，完成客户跟踪；3、熟悉相关产品销售市场，能够很好宣传产品，树立公司良好形象；5、配合研发部同事远程处理客户紧急现场问题；6、有从事过PCBA主板,广告机,收银机及端芯微（3288，3399）/mtk,飞思卡尔芯片的相关产品销售经验优先；7、有一定能力的自主学习能力，能够接受公司安排的培训学习；8、应届毕业生能吃苦好学可放宽条件录取.",民营  |  少于50人
